full_text	label
adegan	O
yang	O
kayanya	O
semacam	O
bisa	O
di-skip	O
dan	O
diganti	O
dengan	O
adegan	O
lain	O
yang	O
mungkin	O
bisa	O
lebih	O
meng-elevate	O
koneksi	O
dan	O
bonding	O
antar	O
karakter	O
yang	O
terlibat	O
detail	O
film	O
ini	O
dalam	O
bercerita	O
juga	O
terus-terusan	O
bikin	O
kami	O
kaget	O
banyak	O
banget	O
adegan	O
yang	O
kami	O
kira	O
cuma	O
lucu-lucuan	O
ternyata	O
dipakai	O
lagi	O
di	O
belakang	O
rasanya	O
tidak	O
berlebihan	O
jika	O
kami	O
bilang	O
naskah	O
film	O
ini	O
sangat	O
matang	O
durasi	O
baghead	B-MVT
sekitar	O
1	O
5	O
jam	O
dan	O
karena	O
kebetulan	O
yang	O
nonton	O
adalah	O
admin	O
kami	O
yang	O
ga	O
suka	O
horor	B-GEN
sepanjang	O
film	O
pengen	O
nangis	O
buat	O
keluar	O
visualnya	O
cakep	O
sound	O
design	O
mantep	O
ambience	O
dan	O
lorenya	O
dalem	O
dan	O
kelakukan	O
si	O
itu	O
bikin	O
kaga	O
tahan	O
pengen	O
segera	O
keluar	O
film	O
ini	O
punya	O
rangkaian	O
cerita	O
yang	O
menarik	O
serta	O
membawa	O
elemen	O
komedi	B-GEN
yang	O
meski	O
kerasa	O
hit	O
n	O
miss	O
di	O
beberapa	O
bagian	O
tapi	O
masih	O
sangat	O
efektif	O
dalam	O
urusan	O
memancing	O
tawa	O
susah	O
buat	O
ga	O
ketawa	O
dengan	O
berbagai	O
macam	O
kata	O
dan	O
celetukan	O
random	O
di	O
sepanjang	O
film	O
oke	O
berikut	O
review	O
kami	O
untuk	O
kereta	B-MVT
berdarah	I-MVT
2024	B-YEAR
wmidreview	O
film	O
about	O
teenagers	O
brutally	O
murder	O
each	O
other	O
is	O
back	O
setelah	O
8	O
tahun	O
dari	O
mockingjay	B-MVT
part	I-MVT
2	I-MVT
yang	O
rilis	O
2015	B-YEAR
akhirnya	O
film	O
dari	O
universe	O
the	B-MVT
hunger	I-MVT
games	I-MVT
balik	O
lagi	O
ke	O
layar	O
lebar	O
buat	O
kalian	O
yang	O
pengen	O
liat	O
review	O
tontonan	O
kami	O
di	O
sepanjang	O
tahun	O
2023	O
silakan	O
cek	O
thread	O
berikut	O
ini	O
atau	O
klik	O
gt	O
wmidreview	O
beberapa	O
lagu	O
yang	O
sebelumnya	O
hadir	O
di	O
film	O
originalnya	O
juga	O
dinyanyikan	O
kembali	O
dalam	O
prequel	O
ini	O
seperti	O
lagu	O
pure	O
imagination	O
yang	O
cukup	O
melekat	O
pada	O
film	O
originalnya	O
nostalgic	O
entah	O
sengaja	O
apa	O
nggak	O
tapi	O
kami	O
rasa	O
film	O
ini	O
nyempilin	O
beberapa	O
easter	O
eggs	O
di	O
scene-scenenya	O
mulai	O
dari	O
selipan	O
konten	O
film2	O
horror	B-GEN
populer	O
sampe	O
teori2	O
liar	O
dari	O
menfess	O
yang	O
saking	O
ajaib	O
teorinya	O
sampe	O
bikin	O
melongo	O
dan	O
bikin	O
ngakak	O
sesuai	O
dengan	O
tagline	O
film	O
ini	O
meet	O
the	O
man	O
of	O
your	O
dreams	O
dream	B-MVT
scenario	I-MVT
berkisah	O
tentang	O
paul	B-CHAR
matthews	I-CHAR
nicolas	B-ACT
cage	I-ACT
seorang	O
dosen	O
biologi	O
yang	O
secara	O
random	O
muncul	O
di	O
dalam	O
mimpi	O
orang-orang	O
aquaman	B-MVT
and	I-MVT
the	I-MVT
lost	I-MVT
kingdom	I-MVT
bercerita	O
tentang	O
kehidupan	O
arthur	B-CHAR
curry	I-CHAR
setelah	O
menikah	O
dan	O
punya	O
anak	O
perlu	O
nonton	O
yang	O
pertama	O
pastinya	O
kalaupun	O
udah	O
nonton	O
rasanya	O
perlu	O
rewatch	O
meskipun	O
di	O
film	O
ini	O
akan	O
ada	O
sedikit	O
banyak	O
flashback	O
suka	O
bagaimana	O
film	O
ini	O
mampu	O
bermain	O
dengan	O
moment	O
of	O
silence	O
penonton	O
diajak	O
buat	O
bisa	O
merasakan	O
adegan	O
hening	O
penuh	O
arti	O
lengkap	O
dengan	O
shot-shot	O
cantik	O
yang	O
menyertai	O
ga	O
perlu	O
dialog	O
ina	O
inu	O
untuk	O
bisa	O
mengerti	O
dan	O
membaca	O
pikiran	O
karakter	O
ketika	O
momen	O
ini	O
seliweran	O
akhir	O
kata	O
madame	B-MVT
web	I-MVT
ini	O
merupakan	O
film	O
bertema	O
superhero	O
mengisahkan	O
sebuah	O
origin	O
berlatar	O
tahun	O
2000-an	O
yang	O
segala	O
aspek	O
teknis	O
segala	O
macemnya	O
mengikuti	O
persis	O
tahun	O
di	O
era	O
segitu	O
oh	O
ya	O
ga	O
ada	O
credit	O
scene	O
ya	O
jadi	O
ga	O
perlu	O
nunggu	O
credit	O
roll	O
sampe	O
mentok	O
banget	O
bersetting	O
waktu	O
64	O
tahun	O
sebelum	O
film	O
pertamanya	O
film	O
ini	O
menceritakan	O
tentang	O
origin	O
story	O
dari	O
villain	O
utama	O
dari	O
original	O
trilogi	O
the	B-MVT
hunger	I-MVT
games	I-MVT
yaitu	O
coriolanus	B-CHAR
snow	I-CHAR
dari	O
segi	O
cerita	O
sebenernya	O
bisa	O
kami	O
bilang	O
semua	O
bagiannya	O
penting	O
untuk	O
membangun	O
alurnya	O
tapi	O
entah	O
kenapa	O
kami	O
ngerasa	O
agak	O
dragging	O
dan	O
sampe	O
beberapa	O
kali	O
ngebatin	O
kok	O
gak	O
kelar-kelar	O
si	O
pada	O
akhirnya	O
kalo	O
bisa	O
mengabaikan	O
dialog	O
sunda-nya	O
yang	O
kureng--	O
film	O
gampang	B-MVT
cuan	I-MVT
merupakan	O
sajian	O
drama	B-GEN
komedi	B-GEN
yang	O
surprisingly	O
digarap	O
dengan	O
baik	O
chemistry	O
karakternya	O
oke	O
ceritanya	O
seru	O
komedinya	O
menghibur	O
amp	O
drama	O
keluarganya	O
cukup	O
menohok	O
rekomendid	O
buat	O
kalian	O
yang	O
pengen	O
liat	O
review	O
tontonan	O
kami	O
di	O
sepanjang	O
tahun	O
2023	O
silakan	O
cek	O
thread	O
berikut	O
ini	O
atau	O
klik	O
gt	O
wmidreview	O
banyak	O
karakter	O
baru	O
yang	O
muncul	O
dengan	O
suka-suka	O
bahkan	O
di	O
film	O
ke-3	O
ini	O
ada	O
camila	B-ACT
cabello	I-ACT
amp	O
troye	B-ACT
sivan	I-ACT
bergabung	O
menjadi	O
salah	O
satu	O
pengisi	O
suara	O
sebelum	O
masuk	O
review	O
kami	O
pengen	O
flashback	O
dikit	O
perihal	O
3	O
karakter	O
utama	O
the	B-MVT
marvels	I-MVT
ini	O
the	B-MVT
marvels	I-MVT
ini	O
siapa	O
aja	O
ada	O
captain	B-CHAR
marvel	I-CHAR
captain	B-CHAR
rambeu	I-CHAR
dan	O
ms	B-CHAR
marvel	I-CHAR
1	O
udah	O
kita	O
kenal	O
dari	O
film	O
sedangkan	O
2	O
lainnya	O
utamanya	O
dari	O
series	O
iya	O
dari	O
sini	O
aja	O
udah	O
tricky	O
durasi	O
film	O
yang	O
lama	O
menjadikan	O
world	O
building	O
universe	O
hunger	B-MVT
games	I-MVT
menjadi	O
lebih	O
dalam	O
sehingga	O
negara	O
panem	O
dan	O
aspek-aspek	O
masyarakatnya	O
disajikan	O
secara	O
lebih	O
luas	O
dari	O
segi	O
akting	O
pun	O
pada	O
biasa	O
saja	O
setidaknya	O
akting	O
beberapa	O
pemeran	O
utamanya	O
terlihat	O
menjanjikan	O
sebagai	O
sebuah	O
keluarga	O
tapi	O
chemistry	O
mereka	O
sebagai	O
sebuah	O
keluarga	O
inti	O
kami	O
gak	O
ngerasa	O
kedekatannya	O
sedikit	O
tambahan	O
tanpa	O
ngasih	O
spoiler	O
kami	O
cukup	O
kecewa	O
dengan	O
penggarapan	O
cerita	O
untuk	O
karakter	O
pak	B-CHAR
didit	I-CHAR
dwi	B-ACT
sasono	I-ACT
dan	O
gora	B-CHAR
omara	B-ACT
esteghal	I-ACT
sayang	O
banget	O
aja	O
akting	O
dan	O
desain	O
karakter	O
yang	O
udah	O
menarik	O
ngasih	O
kesan	O
yang	O
hah	O
buat	O
gitu	O
doang	O
apakah	O
bikin	O
film	O
napoleon	B-MVT
jadi	O
jelek	O
tidak	O
justru	O
sebaliknya	O
film	O
napoleon	B-MVT
jadi	O
terasa	O
unik	O
dan	O
berbeda	O
terutama	O
di	O
act	O
1	O
dan	O
act	O
2	O
dan	O
baru	O
terasa	O
familiaritas	O
cerita	O
khas	O
ridley	B-DIR
scott	I-DIR
di	O
act	O
3	O
susah	O
jelasin	O
rasanya	O
intinya	O
rasa	O
filmnya	O
beda	O
tapi	O
tetep	O
enak	O
ditonton	O
agak	B-MVT
laen	I-MVT
bercerita	O
tentang	O
4	O
sekawan	O
penjaga	O
rumah	O
hantu	O
yang	O
tidak	O
sengaja	O
membuat	O
salah	O
satu	O
pengunjungnya	O
mati	O
ketakutan	O
akibat	O
sakit	O
jantung	O
berbagai	O
macam	O
ide	O
konyol	O
dilakukan	O
untuk	O
menyelesaikan	O
masalah	O
ini	O
ada	O
beberapa	O
hal	O
yang	O
membuat	O
kami	O
terkejut	O
in	O
a	O
good	O
way	O
beberapa	O
shot	O
terasa	O
sangat	O
segar	O
untuk	O
genre	O
film	O
komedi	B-GEN
selain	O
itu	O
drama	B-GEN
yang	O
ditampilkan	O
pada	O
saat	O
klimaks	O
juga	O
cakep	O
dan	O
intense	O
banget	O
mengingatkan	O
kami	O
dengan	O
adegan	O
itu	O
di	O
film	O
ngeri-ngeri	B-MVT
sedap	I-MVT
sebagai	O
seseorang	O
yang	O
berada	O
dalam	O
ruang	O
lingkup	O
keluarga	O
yang	O
sangat	O
agamis--	O
la	B-MVT
luna	I-MVT
adalah	O
film	O
yang	O
benar-benar	O
kami	O
tunggu	O
film	O
ini	O
dengan	O
begitu	O
lantang	O
berteriak	O
memvalidasi	O
berbagai	O
macam	O
keresahan	O
di	O
pikiran--	O
yang	O
ketika	O
tumbuh	O
besar	O
sering	O
melihat	O
agama	O
digunakan	O
oke	O
berikut	O
review	O
kami	O
untuk	O
pasutri	B-MVT
gaje	I-MVT
2024	B-YEAR
wmidreview	O
di	O
balik	O
beberapa	O
hal	O
yang	O
mengganjal	O
tadi	O
agak	B-MVT
laen	I-MVT
jelas	O
film	O
komedi	B-GEN
yang	O
asik	O
bener	O
komedinya	O
penonton	O
dijamin	O
akan	O
terhibur	O
tidak	O
hanya	O
dari	O
plot	O
cerita	O
yang	O
unik	O
jokesnya	O
yang	O
ngehe	O
tapi	O
juga	O
dari	O
kelakuan-kelakuan	O
karakter	O
yang	O
memang	O
terbilang	O
agak	O
laen	O
rekomendid	O
secara	O
teknis	O
pun	O
film	O
ini	O
terasa	O
sangat	O
matang	O
gambarnya	O
apik	O
wardrobenya	O
cakep	O
soundnya	O
pun	O
sedap	O
tapi	O
paling	O
berkesan	O
editingnya	O
sih	O
flownya	O
enak	O
banget	O
di	O
durasi	O
109	O
menit	O
dan	O
tidak	O
ada	O
adegan	O
yang	O
sia-sia	O
pemilihan	O
lagu	O
dan	O
scoringnya	O
pun	O
detail	O
dan	O
presisi	O
banget	O
angga	B-ACT
yunanda	I-ACT
dengan	O
karakter	O
muklas-nya	B-CHAR
jelas	O
sungguh	O
menyita	O
perhatian	O
dengan	O
desan	O
karakternya	O
yang	O
lucu	O
dan	O
unik	O
prilly	B-ACT
meski	O
screen-timenya	O
ga	O
banyak2	O
amat	O
tapi	O
tiap	O
nongol	O
keliatan	O
total	O
total	O
secara	O
akting	O
maupun	O
dalam	O
urusan	O
berbahasa	O
jawa-nya	O
salut	O
secara	O
umum	O
live	O
action-nya	O
ini	O
merangkum	O
20	O
episode	O
book	O
1-nya	O
avatar	B-MVT
ke	O
dalam	O
8	O
episode	O
ada	O
beberapa	O
chapter	O
yang	O
kena	O
tweak	O
di	O
live	O
actionnya	O
ini	O
ntah	O
itu	O
timeline-nya	O
digeser	O
ataupun	O
pengenalan	O
beberapa	O
karakter	O
ikoniknya	O
ditongolin	O
lebih	O
awal	O
dari	O
versi	O
animasinya	O
untuk	O
scoring	O
pun	O
enak	O
dan	O
sangat	O
mendukung	O
suasana	O
ceritanya	O
sebenernya	O
cuma	O
untuk	O
closing	O
theme	O
songnya	O
agak-agak	O
gimana	O
gitu	O
earworm	O
sih	O
jujur	O
tapi	O
kurang	O
bikin	O
terenyuh	O
untuk	O
bikin	O
kita	O
jadi	O
inget	O
sama	O
dosa	O
mungkin	O
mau	O
dicocokin	O
sama	O
vibes	O
neraka	O
cara	O
film	O
ini	O
dalam	O
bercerita	O
juga	O
terbilang	O
cukup	O
rapih	O
dan	O
nyaman	O
untuk	O
diikuti	O
dari	O
pengenalan	O
berbagai	O
macam	O
karakter	O
yang	O
oke	O
di	O
paruh	O
awal	O
berpetualang	O
dengan	O
konflik	O
cari	O
cuan	O
yang	O
cukup	O
seru	O
dan	O
paruh	O
akhir	O
yang	O
wow	O
ternyata	O
mengharukan	O
yaa	O
first	O
of	O
all	O
wajar	O
beberapa	O
orang	O
mulai	O
ngerasa	O
capek	O
ngikutin	O
mcu	O
terutama	O
tentang	O
sebuah	O
keharusan	O
untuk	O
ngikutin	O
berbagai	O
macem	O
series	O
atau	O
film	O
marvel	B-STUD
untuk	O
bisa	O
catch-up	O
dengan	O
mcu	O
kedepannya	O
meskipun	O
masih	O
banyak	O
juga	O
yang	O
stay	O
dan	O
bahkan	O
optimis	O
buat	O
kedepannya	O
jadi	O
di	O
film	O
ini	O
tokoh	O
utamanya	O
justru	O
president	O
snow	B-CHAR
yang	O
jadi	O
musuh	O
besar	O
katniss	B-CHAR
everdeen	I-CHAR
tapi	O
latar	O
waktunya	O
jauh	O
sebelum	O
dia	O
jadi	O
presiden	O
oke	O
berikut	O
review	O
kami	O
untuk	O
the	B-MVT
djinn	I-MVT
s	I-MVT
curse	I-MVT
2023	B-YEAR
wmidreview	O
pun	O
disayangkan	O
cast	O
yang	O
udah	O
memerankan	O
tiap	O
karakternya	O
dengan	O
baik	O
jadi	O
rada	O
terlihat	O
aneh	O
dengan	O
dialog	O
yang	O
ga	O
natural	O
beberapa	O
kali	O
kami	O
ngerasa	O
ga	O
ada	O
feel	O
ngobrol	O
dari	O
tektokan	O
dialog	O
karakter	O
di	O
dalam	O
frame	O
yang	O
sama	O
srimulat	B-MVT
hidup	I-MVT
memang	I-MVT
komedi	I-MVT
2023	B-YEAR
rating	O
10	O
pada	O
akhirnya	O
love	B-MVT
reset	I-MVT
merupakan	O
tontonan	O
romcom	B-GEN
yang	O
sangat	O
menghibur	O
apalagi	O
untuk	O
melepas	O
penat	O
karena	O
filmnya	O
memang	O
selucu	O
itu	O
jangan	O
buru-buru	O
pulang	O
kalau	O
sudah	O
selesai	O
karena	O
terdapat	O
2	O
mid-credit	O
scene	O
rumah	B-MVT
masa	I-MVT
depan	I-MVT
diangkat	O
dari	O
serial	O
tahun	O
1980an	O
berjudul	O
sama	O
yang	O
jujur	O
kita	O
ga	O
tahu	O
ceritanya	O
dimana	O
tapi	O
tenang	O
aja	O
rumah	B-MVT
masa	I-MVT
depan	I-MVT
yang	O
sekarang	O
bisa	O
dibilang	O
pembaharuan	O
dan	O
cerita	O
memang	O
sangat	O
relate	O
dengan	O
kehidupan	O
sekarang	O
buat	O
kalian	O
yang	O
pengen	O
liat	O
review	O
tontonan	O
kami	O
di	O
sepanjang	O
tahun	O
2023	O
silakan	O
cek	O
thread	O
berikut	O
ini	O
atau	O
klik	O
gt	O
wmidreview	O
di	O
penghujung	O
tahun	O
2023	B-YEAR
anya	B-CHAR
sekeluarga	O
hadir	O
menemani	O
libur	O
natal	O
dan	O
tahun	O
baru	O
di	O
jepang	B-LOC
di	O
film	O
kali	O
ini	O
kita	O
akan	O
odekeke	O
bareng	O
keluarga	B-CHAR
forger	I-CHAR
tapi	O
setiap	O
orang	O
punya	O
masalah	O
nya	O
masing-masing	O
sepanjang	O
wisata	O
anya	B-CHAR
dengan	O
ketengilan	O
dan	O
kesotoyannya	O
loid	B-CHAR
dengan	O
snow	B-CHAR
yang	O
masih	O
menjadi	O
siswa	O
akademi	B-LOC
capitol	I-LOC
membuat	O
terobosan	O
baru	O
yang	O
membuat	O
hunger	O
games	O
makin	O
dinikmati	O
masyarakat	O
panem	O
dari	O
sistem	O
mentor	O
sampai	O
sponsor	O
awal-awal	O
nonton	O
berasa	O
kalo	O
visual	O
dari	O
world	O
buildingnya	O
digarap	O
baik	O
ga	O
banyak	O
perubahan	O
malah	O
bisa	O
dibilang	O
nyaris	O
pleketiplek	O
dari	O
versi	O
aslinya	O
suka	O
banget	O
gimana	O
arsitektur	O
bangunan	O
tiap	O
nation	O
dan	O
berbagai	O
macam	O
creature	O
di	O
dunia	O
avatar	B-MVT
divisualisasikan	O
dengan	O
cakep	O
pada	O
akhirnya	O
13	B-MVT
bom	I-MVT
di	I-MVT
jakarta	I-MVT
ini	O
merupakan	O
sebuah	O
project	O
action	B-GEN
ambisius	O
yang	O
sayangnya	O
ga	O
berakhir	O
mulus	O
karena	O
urusan	O
cerita	O
dan	O
karakterisasi	O
yang	O
ga	O
digarap	O
dengan	O
cukup	O
serius	O
tapi	O
kalo	O
fokusnya	O
cuma	O
pengen	O
liat	O
film	O
action	B-GEN
jedar	O
jeder	O
doang	O
ini	O
cukup	O
fun	O
kok	O
urusan	O
action	B-GEN
dengan	O
konsep	O
pindah-pindah	O
tadi	O
sebenernya	O
keren	O
banget	O
koreografinya	O
pun	O
cukup	O
asik	O
cuma	O
emang	O
berasa	O
kurang	O
maksimal	O
karena	O
editing	O
dan	O
camera	O
worksnya	O
yang	O
kurang	O
fluid	O
ga	O
seasoy	O
gotg	B-MVT
3	I-MVT
tapi	O
tetep	O
bisa	O
enjoy	O
banget	O
liat	O
trio	B-CHAR
marvels	I-CHAR
ini	O
beraksi	O
kalau	O
di	O
film	O
pendeknya	O
si	O
hantu	O
cuma	O
neror	O
cewek	O
yg	O
renang	O
sendiri	O
malem2	O
dan	O
ngilang	O
di	O
film	O
yg	O
berdurasi	O
sekitar	O
90	O
menit	O
ini	O
yg	O
kena	O
teror	O
sekeluarga	O
kombinasi	O
sutradara	O
fajar	B-DIR
bustomi	I-DIR
dan	O
penulis	O
alim	O
sudio	O
rasanya	O
adalah	O
formula	O
yang	O
tidak	O
mungkin	O
gagal	O
dalam	O
menggarap	O
adaptasi	O
film	O
layar	O
lebar	O
apakah	O
pasutri	B-MVT
gaje	I-MVT
juga	O
demikian	O
keseluruhan	O
film	O
ini	O
fokus	O
pada	O
perkembangan	O
karakter	O
snow	B-CHAR
dari	O
masa	O
kecilnya	O
yang	O
simpatetik	O
sampai	O
semua	O
journey	O
yang	O
dia	O
alami	O
sehingga	O
tumbuh	O
menjadi	O
villain	O
yang	O
kita	O
kenal	O
sekarang	O
intinya	O
kalau	O
kamu	O
mendalami	O
cerita	O
dune	B-MVT
part	I-MVT
one	I-MVT
kamu	O
akan	O
amat	O
sangat	O
menikmati	O
eksplorasi	O
karakter	O
world	O
building	O
dan	O
politik	O
konspirasi	O
yang	O
ada	O
di	O
dune	B-MVT
part	I-MVT
two	I-MVT
waktu	O
2	O
jam	O
46	O
menit	O
itu	O
kerasa	O
kurang	O
karena	O
pacing	O
dan	O
plot	O
ceritanya	O
juara	O
highly	O
recommended	O
ali	B-MVT
topan	I-MVT
2024	B-YEAR
rating	O
rebel	O
tapi	O
responsible	O
10	O
oke	O
berikut	O
review	O
kami	O
untuk	O
madame	B-MVT
web	I-MVT
2024	B-YEAR
wmidreview	O
secara	O
premis	O
harusnya	O
film	O
ini	O
bisa	O
jadi	O
film	O
horror	B-GEN
yang	O
menarik	O
sekaligus	O
menegangkan	O
namun	O
sayangnya	O
tidak	O
diimbangi	O
dengan	O
penyampaian	O
cerita	O
yang	O
jelas	O
pun	O
cara	O
filmnya	O
ngasih	O
flashback	O
pun	O
malah	O
jadi	O
bikin	O
bingung	O
kami	O
tidak	O
bisa	O
cukup	O
merasakan	O
kalau	O
itu	O
tuh	O
dua	O
waktu	O
buat	O
kalian	O
yang	O
pengen	O
liat	O
review	O
tontonan	O
kami	O
di	O
sepanjang	O
tahun	O
2023	O
silakan	O
cek	O
thread	O
berikut	O
ini	O
atau	O
klik	O
gt	O
wmidreview	O
intinya	O
sekuel	O
aquaman	B-MVT
kali	O
ini	O
terasa	O
lebih	O
besar	O
dan	O
lebih	O
fun	O
cukup	O
banyak	O
jokes	O
meskipun	O
tidak	O
100	O
hit	O
semua	O
ke	O
penonton	O
dan	O
sedikit	O
sentuhan	O
reference	O
pop	O
culture	O
yg	O
membuat	O
film	O
ini	O
berwarna	O
scene	O
kecoa	O
pecah	O
banget	O
jadi	O
jangan	O
kaget	O
karena	O
setengah	O
jam	O
pertama	O
film	O
ini	O
nyaris	O
persis	O
dengan	O
setengah	O
jam	O
pertama	O
film	O
srimulat	B-MVT
hil	I-MVT
yang	I-MVT
mustahal	I-MVT
-	I-MVT
babak	I-MVT
pertama	I-MVT
tapi	O
setelah	O
setengah	O
jam	O
film	O
ini	O
akan	O
belok	O
ke	O
arah	O
cerita	O
yang	O
jauh	O
berbeda	O
agak	O
lucu	O
sih	O
memang	O
perasaannya	O
di	O
setengah	O
jam	O
buat	O
yang	O
nanya	O
apakah	O
ada	O
sensor	O
ada	O
kami	O
notis	O
ada	O
2	O
adegan	O
yang	O
keliatan	O
banget	O
kena	O
cut-nya	O
mengganggu	O
sejujurnya	O
ga	O
ganggu	O
banget	O
cuma	O
ya	O
oh	O
dipotong	O
intinya	O
tau	O
lah	O
diapain	O
si	O
korbannya	O
dan	O
hasilnya	O
kek	O
gimana	O
gitu	O
deh	O
kurangnya	O
film	O
ini	O
menurut	O
kami	O
cuma	O
satu	O
sih	O
filmnya	O
seperti	O
agak	O
kebingungan	O
untuk	O
menentukan	O
endingnya	O
jadi	O
endingnya	O
terasa	O
overstrecthed	O
bikin	O
durasinya	O
jadi	O
agak	O
kepanjangan	O
buat	O
kalian	O
yang	O
pengen	O
liat	O
review	O
tontonan	O
kami	O
di	O
sepanjang	O
tahun	O
2023	O
silakan	O
cek	O
thread	O
berikut	O
ini	O
atau	O
klik	O
gt	O
wmidreview	O
bercerita	O
tentang	O
rendi	B-CHAR
harris	B-ACT
vriza	I-ACT
bersama	O
2	O
orang	O
temannya	O
martin	B-CHAR
zoul	B-ACT
pandjoul	I-ACT
dan	O
siska	B-CHAR
amel	B-ACT
carla	I-ACT
pergi	O
mengantarkan	O
jenazah	O
kakeknya	O
ke	O
makam	O
di	O
desa	O
bernama	O
winongo	B-LOC
sial	O
desa	O
tersebut	O
menyimpan	O
masa	O
lalu	O
yang	O
kelam	O
brutal	O
dan	O
berdarah	O
jujur	O
sekilas	O
melihat	O
dari	O
trailer	O
dan	O
sinopsis	O
memang	O
plotnya	O
terasa	O
sinetron	O
banget	O
bahkan	O
celetukan	O
di	O
filmnya	O
pun	O
ada	O
yg	O
mention	O
amp	O
menyenggol	O
cerita	O
yg	O
seperti	O
sinetron	O
pada	O
umumnya	O
tapi	O
surprisingly	O
selama	O
durasi	O
2	O
jam	O
ini	O
sukses	O
mengcover	O
cerita	O
drama	O
tersebut	O
yang	O
jelas	O
cukup	O
mencuri	O
perhatian	O
adalah	O
park	B-ACT
seo-joon	I-ACT
sebagai	O
prince	B-CHAR
yan	I-CHAR
dari	O
aladna	B-LOC
sukses	O
jadi	O
pemecah	O
keriuhan	O
studio	O
wkwkwkw	O
fansnya	O
psj	B-ACT
yang	O
udah	O
tau	O
dari	O
lama	O
pasti	O
bakal	O
ngerasa	O
adegan	O
di	O
aladna	B-LOC
bakal	O
terasa	O
sangat	O
disney	B-STUD
sekali	O
sukak	O
oke	O
berikut	O
review	O
kami	O
untuk	O
rumah	B-MVT
masa	I-MVT
depan	I-MVT
2023	B-YEAR
wmidreview	O
not	B-MVT
friends	I-MVT
adalah	O
sebuah	O
film	O
sekolah	O
coming	O
of	O
age	O
yang	O
bercerita	O
tentang	O
pae	B-CHAR
seorang	O
pelajar	O
sma	O
yang	O
ingin	O
membuat	O
film	O
pendek	O
untuk	O
mengenang	O
joe	B-CHAR
teman	O
sebangkunya	O
yang	O
tiba-tiba	O
meninggal	O
meski	O
tak	O
pernah	O
membuat	O
film	O
sebelumnya	O
pae	B-CHAR
bersama	O
kru	O
dadakannya	O
tetap	O
meski	O
ceritanya	O
cukup	O
clich	O
film	O
ini	O
mampu	O
membuat	O
satu	O
bioskop	O
tertawa	O
karena	O
kelakuan	O
para	O
karakter-karakternya	O
yang	O
didesain	O
selucu	O
dan	O
segemesin	O
itu	O
ceritanya	O
yang	O
ga	O
ribet	O
komedinya	O
yang	O
ringan	O
dan	O
lucu	O
bikin	O
migration	B-MVT
ini	O
layak	O
jadi	O
film	O
liburan	O
yang	O
menarik	O
balik	O
lagi	O
sensasi	O
rasa	O
penasaran	O
yang	O
disajikan	O
persis	O
seperti	O
yang	O
dialami	O
karakter	O
di	O
dalam	O
series	O
itu	O
sendiri	O
kita	O
penonton	O
semacam	O
diajak	O
mengarungi	O
rasa	O
penasaran	O
bersama	O
lebas	B-CHAR
dan	O
arum	B-CHAR
ditambah	O
tektokan	O
mereka	O
berdua	O
yang	O
nambah	O
gemes	O
ngikutin	O
kisah	O
series	O
ini	O
film	O
ali	B-MVT
topan	I-MVT
disutradarai	O
oleh	O
sidharta	B-DIR
tata	I-DIR
yang	O
dikenal	O
sebagai	O
sutradara	O
pertaruhan	B-MVT
the	I-MVT
series	I-MVT
quarantine	B-MVT
tales	I-MVT
dan	O
waktu	B-MVT
maghrib	I-MVT
mengingat	O
sepak	O
terjang	O
dan	O
trailer	O
dari	O
ali	B-MVT
topan	I-MVT
kayanya	O
film	O
ali	B-MVT
topan	I-MVT
bakal	O
banyak	O
adegan	O
action	B-GEN
tapi	O
setelah	O
kita	O
tonton	O
semua	O
cast	O
berakting	O
dengan	O
sangat	O
baik	O
dynamic	O
duo	O
dian	B-ACT
sastro	I-ACT
dan	O
ario	B-ACT
bayu	I-ACT
jelas	O
tampil	O
ciamik	O
tapi	O
kami	O
justru	O
lebih	O
pengen	O
nge-highlight	O
putri	B-ACT
marino	I-ACT
dan	O
arya	B-ACT
saloka	I-ACT
beneran	O
deh	O
susah	O
buat	O
ga	O
bisa	O
seru	O
liatin	O
tektokan	O
mereka	O
berdua	O
di	O
sini	O
love-able	O
banget	O
plot	O
film	O
ini	O
cukup	O
absurd	O
dan	O
sangat	O
menggelitik	O
dari	O
awal	O
sampai	O
akhir	O
banyak	O
situasi	O
yang	O
dialami	O
oleh	O
pemeran	O
utamanya	O
yang	O
sukses	O
bikin	O
ngakak	O
nicolas	B-ACT
cage	I-ACT
is	O
effortlessly	O
funny	O
tapi	O
sayang	O
eksekusinya	O
kurang	O
greget	O
entah	O
kenapa	O
mungkin	O
mau	O
main	O
aman	O
aja	O
sebagai	O
film	O
pertama	O
pengenalan	O
sosok	O
madame	B-MVT
web	I-MVT
sepanjang	O
nonton	O
cukup	O
terhibur	O
dengan	O
celetukan	O
dan	O
sempilan	O
easter	O
egg	O
sana	O
sini	O
tapi	O
ya	O
selebihnya	O
ya	O
udah	O
pasutri	B-MVT
gaje	I-MVT
2024	B-YEAR
rating	O
yunani	O
10	O
oke	O
berikut	O
review	O
kami	O
untuk	O
pemandi	B-MVT
jenazah	I-MVT
2024	B-YEAR
wmidreview	O
ditambah	O
kami	O
suka	O
banget	O
suasana	O
thrilling-nya	B-GEN
bisa	O
digarap	O
dengan	O
cukup	O
baik	O
lewat	O
aransemen	O
abel	O
huray	O
vibe-vibe	O
mencekamnya	O
kota	O
